Date,Timestamp,Class,Lab,Anki,Volunteering,Research,Other,Self-Study,Dow,Month,Year,Day,Sum,Term,yearLabel,MS2Block,MS3Rotation,MS4Rotation
2021-03-05,3/4/2021 16:26:27,75.0,0.0,60.0,0.0,0.0,60.0,0.0,4,3,2021,5,195.0,Spring,MS1,,,
2021-03-06,3/7/2021 18:51:55,0.0,0.0,50.0,0.0,0.0,0.0,0.0,5,3,2021,6,50.0,Spring,MS1,,,
2021-03-07,3/7/2021 18:52:27,0.0,0.0,80.0,0.0,0.0,0.0,70.0,6,3,2021,7,150.0,Spring,MS1,,,
2021-03-08,3/8/2021 21:14:48,0.0,0.0,92.0,0.0,190.0,35.0,90.0,0,3,2021,8,407.0,Spring,MS1,,,
2021-03-09,3/9/2021 22:04:57,62.0,15.0,120.0,0.0,335.0,0.0,82.0,1,3,2021,9,614.0,Spring,MS1,,,
2021-03-10,3/10/2021 22:18:36,165.0,10.0,138.0,0.0,150.0,135.0,105.0,2,3,2021,10,703.0,Spring,MS1,,,
2021-03-11,3/11/2021 20:42:42,0.0,0.0,118.0,0.0,255.0,75.0,92.0,3,3,2021,11,540.0,Spring,MS1,,,
2021-03-12,3/12/2021 17:03:25,0.0,0.0,112.0,0.0,55.0,125.0,148.0,4,3,2021,12,440.0,Spring,MS1,,,
2021-03-13,3/14/2021 11:23:10,0.0,0.0,107.0,0.0,0.0,0.0,69.0,5,3,2021,13,176.0,Break,MS1,,,
2021-03-14,3/15/2021 9:56:07,0.0,0.0,113.0,0.0,85.0,0.0,45.0,6,3,2021,14,243.0,Break,MS1,,,
2021-03-15,3/16/2021 15:04:22,0.0,0.0,95.0,0.0,46.0,0.0,34.0,0,3,2021,15,175.0,Break,MS1,,,
2021-03-16,3/17/2021 16:36:18,0.0,0.0,103.0,0.0,0.0,0.0,45.0,1,3,2021,16,148.0,Break,MS1,,,
2021-03-17,3/18/2021 19:46:54,0.0,0.0,125.0,0.0,0.0,0.0,29.0,2,3,2021,17,154.0,Break,MS1,,,
2021-03-18,3/19/2021 8:01:47,0.0,0.0,95.0,0.0,60.0,20.0,70.0,3,3,2021,18,245.0,Break,MS1,,,
2021-03-19,3/20/2021 9:32:35,0.0,0.0,85.0,20.0,35.0,60.0,110.0,4,3,2021,19,310.0,Break,MS1,,,
2021-03-20,3/21/2021 19:48:41,0.0,0.0,91.0,0.0,0.0,0.0,50.0,5,3,2021,20,141.0,Break,MS1,,,
2021-03-21,3/21/2021 19:49:13,0.0,0.0,78.0,0.0,80.0,20.0,0.0,6,3,2021,21,178.0,Break,MS1,,,
2021-03-22,3/22/2021 21:51:19,210.0,0.0,117.0,0.0,165.0,45.0,80.0,0,3,2021,22,617.0,Spring,MS1,,,
2021-03-23,3/23/2021 20:43:20,87.0,0.0,134.0,60.0,50.0,0.0,200.0,1,3,2021,23,531.0,Spring,MS1,,,
2021-03-24,3/24/2021 21:40:46,70.0,0.0,126.0,0.0,125.0,145.0,216.0,2,3,2021,24,682.0,Spring,MS1,,,
2021-03-25,3/25/2021 22:11:39,68.0,0.0,144.0,255.0,95.0,15.0,83.0,3,3,2021,25,660.0,Spring,MS1,,,
2021-03-26,3/26/2021 19:32:29,60.0,0.0,119.0,0.0,0.0,150.0,137.0,4,3,2021,26,466.0,Spring,MS1,,,
2021-03-27,3/27/2021 16:55:27,43.0,0.0,86.0,0.0,0.0,0.0,51.0,5,3,2021,27,180.0,Spring,MS1,,,
2021-03-28,3/28/2021 21:41:45,20.0,0.0,105.0,60.0,45.0,50.0,70.0,6,3,2021,28,350.0,Spring,MS1,,,
2021-03-29,3/29/2021 21:08:41,125.0,0.0,107.0,0.0,135.0,85.0,64.0,0,3,2021,29,516.0,Spring,MS1,,,
2021-03-30,3/30/2021 22:09:47,227.0,0.0,104.0,0.0,70.0,45.0,50.0,1,3,2021,30,496.0,Spring,MS1,,,
2021-03-31,3/31/2021 20:45:01,0.0,0.0,130.0,0.0,111.0,130.0,160.0,2,3,2021,31,531.0,Spring,MS1,,,
2021-04-01,4/1/2021 21:46:03,150.0,0.0,168.0,0.0,125.0,0.0,219.0,3,4,2021,1,662.0,Spring,MS1,,,
2021-04-02,4/2/2021 16:26:29,120.0,0.0,164.0,0.0,60.0,62.0,25.0,4,4,2021,2,431.0,Spring,MS1,,,
2021-04-03,4/4/2021 18:55:14,0.0,0.0,93.0,0.0,0.0,15.0,90.0,5,4,2021,3,198.0,Spring,MS1,,,
2021-04-04,4/4/2021 21:44:33,0.0,0.0,95.0,0.0,60.0,0.0,110.0,6,4,2021,4,265.0,Spring,MS1,,,
2021-04-05,4/5/2021 22:22:59,70.0,0.0,120.0,0.0,15.0,0.0,100.0,0,4,2021,5,305.0,Spring,MS1,,,
2021-04-06,4/6/2021 21:34:58,0.0,0.0,142.0,0.0,75.0,20.0,209.0,1,4,2021,6,446.0,Spring,MS1,,,
2021-04-07,4/8/2021 19:04:10,161.0,0.0,146.0,0.0,70.0,95.0,40.0,2,4,2021,7,512.0,Spring,MS1,,,
2021-04-08,4/9/2021 11:41:16,315.0,0.0,123.0,0.0,0.0,0.0,90.0,3,4,2021,8,528.0,Spring,MS1,,,
2021-04-09,4/9/2021 18:38:57,110.0,30.0,130.0,0.0,0.0,60.0,105.0,4,4,2021,9,435.0,Spring,MS1,,,
2021-04-10,4/10/2021 18:29:34,0.0,0.0,96.0,0.0,0.0,0.0,90.0,5,4,2021,10,186.0,Spring,MS1,,,
2021-04-11,4/12/2021 7:43:35,0.0,0.0,93.0,0.0,120.0,0.0,120.0,6,4,2021,11,333.0,Spring,MS1,,,
2021-04-12,4/13/2021 12:04:32,145.0,0.0,115.0,0.0,15.0,90.0,60.0,0,4,2021,12,425.0,Spring,MS1,,,
2021-04-13,4/14/2021 8:37:27,0.0,240.0,143.0,30.0,60.0,0.0,251.0,1,4,2021,13,724.0,Spring,MS1,,,
2021-04-14,4/15/2021 10:03:20,176.0,0.0,137.0,0.0,69.0,15.0,37.0,2,4,2021,14,434.0,Spring,MS1,,,
2021-04-15,4/15/2021 22:00:49,240.0,0.0,117.0,0.0,52.0,30.0,87.0,3,4,2021,15,526.0,Spring,MS1,,,
2021-04-16,4/17/2021 9:52:42,33.0,0.0,120.0,15.0,0.0,80.0,80.0,4,4,2021,16,328.0,Spring,MS1,,,
2021-04-17,4/18/2021 19:23:34,0.0,0.0,100.0,0.0,0.0,60.0,0.0,5,4,2021,17,160.0,Spring,MS1,,,
2021-04-18,4/18/2021 19:24:12,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6,4,2021,18,15.0,Spring,MS1,,,
2021-04-19,4/20/2021 8:29:12,111.0,0.0,84.0,270.0,42.0,0.0,110.0,0,4,2021,19,617.0,Spring,MS1,,,
2021-04-20,4/20/2021 21:29:37,0.0,0.0,80.0,0.0,51.0,75.0,219.0,1,4,2021,20,425.0,Spring,MS1,,,
2021-04-21,4/21/2021 20:47:31,0.0,0.0,113.0,0.0,92.0,30.0,176.0,2,4,2021,21,411.0,Spring,MS1,,,
2021-04-22,4/22/2021 21:54:40,255.0,0.0,84.0,0.0,66.0,10.0,146.0,3,4,2021,22,561.0,Spring,MS1,,,
2021-04-23,4/24/2021 10:47:53,21.0,0.0,82.0,0.0,90.0,60.0,131.0,4,4,2021,23,384.0,Spring,MS1,,,
2021-04-24,4/25/2021 9:25:05,0.0,0.0,84.0,0.0,0.0,0.0,98.0,5,4,2021,24,182.0,Spring,MS1,,,
2021-04-25,4/25/2021 20:17:45,0.0,0.0,84.0,10.0,90.0,0.0,105.0,6,4,2021,25,289.0,Spring,MS1,,,
2021-04-26,4/26/2021 21:05:09,80.0,0.0,82.0,0.0,40.0,5.0,261.0,0,4,2021,26,468.0,Spring,MS1,,,
2021-04-27,5/3/2021 9:46:04,0.0,0.0,66.0,0.0,25.0,0.0,262.0,1,4,2021,27,353.0,Spring,MS1,,,
2021-04-28,4/28/2021 22:00:01,150.0,0.0,106.0,0.0,20.0,52.0,228.0,2,4,2021,28,556.0,Spring,MS1,,,
2021-04-29,4/29/2021 21:05:11,0.0,0.0,76.0,0.0,15.0,300.0,68.0,3,4,2021,29,459.0,Spring,MS1,,,
2021-04-30,4/29/2021 21:06:06,92.0,0.0,61.0,0.0,0.0,60.0,0.0,4,4,2021,30,213.0,Spring,MS1,,,
2021-05-01,5/2/2021 11:32:24,0.0,0.0,64.0,0.0,0.0,0.0,0.0,5,5,2021,1,64.0,Break,MS1,,,
2021-05-02,5/3/2021 9:40:46,0.0,0.0,55.0,0.0,0.0,0.0,0.0,6,5,2021,2,55.0,Break,MS1,,,
2021-05-03,5/3/2021 20:59:41,0.0,0.0,46.0,0.0,70.0,80.0,0.0,0,5,2021,3,196.0,Break,MS1,,,
2021-05-04,5/4/2021 20:19:11,0.0,0.0,60.0,20.0,75.0,60.0,0.0,1,5,2021,4,215.0,Break,MS1,,,
2021-05-05,5/5/2021 17:48:58,0.0,0.0,52.0,75.0,222.0,0.0,0.0,2,5,2021,5,349.0,Break,MS1,,,
2021-05-06,5/7/2021 11:38:54,0.0,0.0,55.0,300.0,300.0,25.0,0.0,3,5,2021,6,680.0,Break,MS1,,,
2021-05-07,5/7/2021 11:39:15,0.0,0.0,55.0,0.0,0.0,0.0,0.0,4,5,2021,7,55.0,Break,MS1,,,
2021-05-08,5/10/2021 9:40:54,0.0,0.0,70.0,0.0,0.0,0.0,0.0,5,5,2021,8,70.0,Break,MS1,,,
2021-05-09,5/10/2021 9:41:15,0.0,0.0,57.0,0.0,0.0,0.0,0.0,6,5,2021,9,57.0,Break,MS1,,,
2021-05-10,5/10/2021 22:03:07,30.0,240.0,76.0,0.0,45.0,50.0,85.0,0,5,2021,10,526.0,Summer,MS1,,,
2021-05-11,5/11/2021 21:32:05,120.0,0.0,84.0,0.0,235.0,52.0,79.0,1,5,2021,11,570.0,Summer,MS1,,,
2021-05-12,5/12/2021 22:00:45,240.0,0.0,98.0,0.0,120.0,0.0,81.0,2,5,2021,12,539.0,Summer,MS1,,,
2021-05-13,5/14/2021 7:54:45,240.0,0.0,92.0,0.0,10.0,0.0,230.0,3,5,2021,13,572.0,Summer,MS1,,,
2021-05-14,5/14/2021 17:26:02,174.0,0.0,53.0,0.0,93.0,100.0,69.0,4,5,2021,14,489.0,Summer,MS1,,,
2021-05-15,5/15/2021 14:38:24,53.0,0.0,75.0,0.0,60.0,15.0,60.0,5,5,2021,15,263.0,Summer,MS1,,,
2021-05-16,5/16/2021 22:04:10,0.0,0.0,60.0,0.0,0.0,0.0,20.0,6,5,2021,16,80.0,Summer,MS1,,,
2021-05-17,5/18/2021 20:59:53,0.0,0.0,96.0,258.0,27.0,0.0,186.0,0,5,2021,17,567.0,Summer,MS1,,,
2021-05-18,5/18/2021 21:00:37,112.0,0.0,118.0,78.0,0.0,0.0,200.0,1,5,2021,18,508.0,Summer,MS1,,,
2021-05-19,5/19/2021 20:36:05,190.0,0.0,110.0,0.0,134.0,0.0,80.0,2,5,2021,19,514.0,Summer,MS1,,,
2021-05-20,5/20/2021 18:49:45,207.0,0.0,120.0,0.0,26.0,0.0,96.0,3,5,2021,20,449.0,Summer,MS1,,,
2021-05-21,5/21/2021 16:34:02,210.0,0.0,73.0,0.0,0.0,60.0,82.0,4,5,2021,21,425.0,Summer,MS1,,,
2021-05-22,5/23/2021 20:43:36,0.0,0.0,82.0,0.0,0.0,0.0,0.0,5,5,2021,22,82.0,Summer,MS1,,,
2021-05-23,5/23/2021 20:43:53,0.0,0.0,94.0,0.0,0.0,0.0,74.0,6,5,2021,23,168.0,Summer,MS1,,,
2021-05-24,5/25/2021 7:22:40,0.0,0.0,80.0,0.0,45.0,0.0,15.0,0,5,2021,24,140.0,Summer,MS1,,,
2021-05-25,5/25/2021 21:01:18,93.0,0.0,113.0,0.0,214.0,0.0,91.0,1,5,2021,25,511.0,Summer,MS1,,,
2021-05-26,5/26/2021 21:04:55,141.0,0.0,131.0,0.0,63.0,35.0,203.0,2,5,2021,26,573.0,Summer,MS1,,,
2021-05-27,5/27/2021 22:04:23,153.0,0.0,111.0,10.0,20.0,0.0,153.0,3,5,2021,27,447.0,Summer,MS1,,,
2021-05-28,5/29/2021 10:04:50,171.0,0.0,120.0,0.0,25.0,53.0,115.0,4,5,2021,28,484.0,Summer,MS1,,,
2021-05-29,5/29/2021 10:05:07,0.0,0.0,100.0,0.0,0.0,0.0,20.0,5,5,2021,29,120.0,Summer,MS1,,,
2021-05-30,5/31/2021 13:54:31,0.0,0.0,60.0,0.0,0.0,0.0,0.0,6,5,2021,30,60.0,Summer,MS1,,,
2021-05-31,5/31/2021 17:56:23,55.0,0.0,97.0,0.0,0.0,23.0,192.0,0,5,2021,31,367.0,Summer,MS1,,,
2021-06-01,6/2/2021 21:31:13,196.0,0.0,116.0,15.0,89.0,0.0,75.0,1,6,2021,1,491.0,Summer,MS1,,,
2021-06-02,6/2/2021 21:31:51,150.0,0.0,118.0,0.0,116.0,60.0,66.0,2,6,2021,2,510.0,Summer,MS1,,,
2021-06-03,6/3/2021 21:32:24,198.0,0.0,127.0,0.0,0.0,0.0,157.0,3,6,2021,3,482.0,Summer,MS1,,,
2021-06-04,6/6/2021 14:27:20,120.0,0.0,112.0,0.0,0.0,62.0,105.0,4,6,2021,4,399.0,Summer,MS1,,,
2021-06-05,6/6/2021 14:27:39,0.0,0.0,90.0,0.0,0.0,0.0,50.0,5,6,2021,5,140.0,Summer,MS1,,,
2021-06-06,6/7/2021 21:15:50,0.0,0.0,80.0,0.0,0.0,0.0,0.0,6,6,2021,6,80.0,Summer,MS1,,,
2021-06-07,6/7/2021 21:06:24,251.0,0.0,128.0,0.0,39.0,98.0,52.0,0,6,2021,7,568.0,Summer,MS1,,,
2021-06-08,6/8/2021 21:28:27,80.0,0.0,122.0,0.0,109.0,32.0,222.0,1,6,2021,8,565.0,Summer,MS1,,,
2021-06-09,6/10/2021 7:28:00,90.0,0.0,68.0,0.0,235.0,20.0,70.0,2,6,2021,9,483.0,Summer,MS1,,,
2021-06-10,6/10/2021 21:07:04,50.0,0.0,87.0,0.0,260.0,0.0,209.0,3,6,2021,10,606.0,Summer,MS1,,,
2021-06-11,6/11/2021 16:58:58,0.0,0.0,80.0,10.0,88.0,52.0,204.0,4,6,2021,11,434.0,Summer,MS1,,,
2021-06-12,6/13/2021 19:26:48,0.0,0.0,90.0,0.0,0.0,0.0,25.0,5,6,2021,12,115.0,Summer,MS1,,,
2021-06-13,6/13/2021 19:27:10,0.0,0.0,106.0,0.0,10.0,0.0,20.0,6,6,2021,13,136.0,Summer,MS1,,,
2021-06-14,6/14/2021 21:14:12,323.0,0.0,92.0,0.0,61.0,0.0,84.0,0,6,2021,14,560.0,Summer,MS1,,,
2021-06-15,6/15/2021 21:21:57,44.0,0.0,103.0,0.0,335.0,0.0,95.0,1,6,2021,15,577.0,Summer,MS1,,,
2021-06-16,6/16/2021 21:03:58,100.0,0.0,120.0,0.0,126.0,0.0,255.0,2,6,2021,16,601.0,Summer,MS1,,,
2021-06-17,6/17/2021 21:56:29,0.0,0.0,94.0,256.0,30.0,0.0,245.0,3,6,2021,17,625.0,Summer,MS1,,,
2021-06-18,6/18/2021 14:11:44,0.0,85.0,104.0,0.0,0.0,45.0,181.0,4,6,2021,18,415.0,Summer,MS1,,,
2021-06-19,6/20/2021 20:22:39,0.0,0.0,66.0,0.0,0.0,0.0,135.0,5,6,2021,19,201.0,Summer,MS1,,,
2021-06-20,6/20/2021 20:23:03,0.0,0.0,62.0,0.0,0.0,0.0,186.0,6,6,2021,20,248.0,Summer,MS1,,,
2021-06-21,6/21/2021 21:14:11,35.0,0.0,72.0,0.0,20.0,0.0,241.0,0,6,2021,21,368.0,Summer,MS1,,,
2021-06-22,6/22/2021 20:38:42,62.0,0.0,59.0,63.0,140.0,24.0,132.0,1,6,2021,22,480.0,Summer,MS1,,,
2021-06-23,6/23/2021 14:51:45,150.0,0.0,62.0,0.0,20.0,0.0,72.0,2,6,2021,23,304.0,Summer,MS1,,,
2021-06-24,6/23/2021 14:52:11,150.0,0.0,73.0,0.0,0.0,0.0,20.0,3,6,2021,24,243.0,Summer,MS1,,,
2021-06-25,6/23/2021 14:52:29,0.0,0.0,60.0,0.0,0.0,30.0,0.0,4,6,2021,25,90.0,Summer,MS1,,,
2021-06-26,6/27/2021 17:49:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,2021,26,0.0,Break,MS2,,,
2021-06-27,6/27/2021 17:49:58,0.0,0.0,63.0,0.0,0.0,0.0,0.0,6,6,2021,27,63.0,Break,MS2,,,
2021-06-28,6/28/2021 21:26:10,0.0,0.0,66.0,0.0,20.0,32.0,84.0,0,6,2021,28,202.0,Break,MS2,,,
2021-06-29,6/30/2021 11:46:32,0.0,0.0,67.0,0.0,180.0,0.0,128.0,1,6,2021,29,375.0,Break,MS2,,,
2021-06-30,6/30/2021 21:34:29,0.0,0.0,72.0,0.0,206.0,0.0,119.0,2,6,2021,30,397.0,Break,MS2,,,
2021-07-01,7/2/2021 12:38:21,0.0,0.0,64.0,255.0,90.0,0.0,154.0,3,7,2021,1,563.0,Break,MS2,,,
2021-07-02,7/5/2021 17:45:48,0.0,0.0,66.0,0.0,93.0,240.0,0.0,4,7,2021,2,399.0,Break,MS2,,,
2021-07-03,7/5/2021 17:45:59,0.0,0.0,82.0,0.0,0.0,0.0,0.0,5,7,2021,3,82.0,Break,MS2,,,
2021-07-04,7/5/2021 17:46:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,2021,4,0.0,Break,MS2,,,
2021-07-05,7/9/2021 8:24:03,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0,7,2021,5,60.0,Break,MS2,,,
2021-07-06,7/6/2021 21:13:42,0.0,0.0,55.0,45.0,266.0,0.0,89.0,1,7,2021,6,455.0,Break,MS2,,,
2021-07-07,7/7/2021 21:53:19,0.0,0.0,70.0,0.0,296.0,90.0,59.0,2,7,2021,7,515.0,Break,MS2,,,
2021-07-08,7/9/2021 8:23:13,0.0,0.0,66.0,0.0,220.0,0.0,57.0,3,7,2021,8,343.0,Break,MS2,,,
2021-07-09,7/10/2021 9:23:57,0.0,0.0,60.0,0.0,0.0,74.0,20.0,4,7,2021,9,154.0,Break,MS2,,,
2021-07-10,7/11/2021 12:09:43,0.0,0.0,47.0,0.0,0.0,0.0,0.0,5,7,2021,10,47.0,Break,MS2,,,
2021-07-11,7/11/2021 20:45:23,0.0,0.0,67.0,0.0,15.0,0.0,15.0,6,7,2021,11,97.0,Break,MS2,,,
2021-07-12,7/12/2021 21:18:07,0.0,0.0,67.0,0.0,332.0,15.0,54.0,0,7,2021,12,468.0,Break,MS2,,,
2021-07-13,7/13/2021 21:07:43,0.0,0.0,64.0,0.0,241.0,51.0,50.0,1,7,2021,13,406.0,Break,MS2,,,
2021-07-14,7/14/2021 21:11:38,0.0,0.0,65.0,0.0,299.0,0.0,66.0,2,7,2021,14,430.0,Break,MS2,,,
2021-07-15,7/15/2021 22:20:31,0.0,0.0,66.0,270.0,263.0,15.0,70.0,3,7,2021,15,684.0,Break,MS2,,,
2021-07-16,7/18/2021 19:51:55,0.0,0.0,73.0,113.0,0.0,98.0,28.0,4,7,2021,16,312.0,Break,MS2,,,
2021-07-17,7/18/2021 19:52:17,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5,7,2021,17,10.0,Break,MS2,,,
2021-07-18,7/18/2021 19:52:43,0.0,0.0,53.0,22.0,15.0,15.0,0.0,6,7,2021,18,105.0,Break,MS2,,,
2021-07-19,7/19/2021 21:00:10,0.0,0.0,53.0,60.0,286.0,0.0,43.0,0,7,2021,19,442.0,Break,MS2,,,
2021-07-20,7/20/2021 19:10:24,0.0,0.0,65.0,20.0,266.0,0.0,107.0,1,7,2021,20,458.0,Break,MS2,,,
2021-07-21,7/21/2021 19:20:30,0.0,0.0,55.0,0.0,397.0,0.0,41.0,2,7,2021,21,493.0,Break,MS2,,,
2021-07-22,7/22/2021 20:06:42,0.0,0.0,55.0,60.0,302.0,10.0,50.0,3,7,2021,22,477.0,Break,MS2,,,
2021-07-23,7/25/2021 21:40:44,0.0,0.0,60.0,0.0,25.0,240.0,0.0,4,7,2021,23,325.0,Break,MS2,,,
2021-07-24,7/25/2021 21:40:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,2021,24,0.0,Break,MS2,,,
2021-07-25,7/25/2021 21:41:10,0.0,0.0,51.0,0.0,0.0,0.0,0.0,6,7,2021,25,51.0,Break,MS2,,,
2021-07-26,7/26/2021 21:23:12,0.0,0.0,65.0,0.0,275.0,0.0,30.0,0,7,2021,26,370.0,Break,MS2,,,
2021-07-27,7/27/2021 20:42:41,0.0,0.0,56.0,0.0,346.0,0.0,95.0,1,7,2021,27,497.0,Break,MS2,,,
2021-07-28,7/28/2021 20:44:21,0.0,0.0,53.0,0.0,352.0,0.0,12.0,2,7,2021,28,417.0,Break,MS2,,,
2021-07-29,8/2/2021 8:45:05,0.0,0.0,64.0,0.0,126.0,0.0,35.0,3,7,2021,29,225.0,Break,MS2,,,
2021-07-31,8/2/2021 8:45:35,0.0,0.0,68.0,0.0,83.0,0.0,0.0,5,7,2021,31,151.0,Break,MS2,,,
2021-07-31,8/2/2021 8:45:46,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5,7,2021,31,20.0,Break,MS2,,,
2021-08-01,8/2/2021 8:45:58,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6,8,2021,1,20.0,Break,MS2,,,
2021-08-02,8/2/2021 20:44:53,0.0,0.0,50.0,0.0,298.0,0.0,60.0,0,8,2021,2,408.0,Break,MS2,,,
2021-08-03,8/3/2021 20:56:51,0.0,0.0,55.0,0.0,394.0,0.0,63.0,1,8,2021,3,512.0,Break,MS2,,,
2021-08-04,8/4/2021 21:10:07,0.0,0.0,67.0,0.0,327.0,50.0,15.0,2,8,2021,4,459.0,Break,MS2,,,
2021-08-05,8/5/2021 22:17:39,0.0,0.0,66.0,0.0,235.0,0.0,37.0,3,8,2021,5,338.0,Break,MS2,,,
2021-08-06,8/8/2021 8:34:25,0.0,0.0,10.0,0.0,175.0,0.0,22.0,4,8,2021,6,207.0,Break,MS2,,,
2021-08-07,8/8/2021 8:34:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,2021,7,0.0,Break,MS2,,,
2021-08-08,8/11/2021 8:45:57,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6,8,2021,8,20.0,Break,MS2,,,
2021-08-09,8/11/2021 8:46:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,2021,9,0.0,Break,MS2,,,
2021-08-10,8/14/2021 21:07:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,2021,10,0.0,Break,MS2,,,
2021-08-11,8/14/2021 21:07:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2021,11,0.0,Break,MS2,,,
2021-08-12,8/14/2021 21:07:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,2021,12,0.0,Break,MS2,,,
2021-08-13,8/14/2021 21:07:46,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4,8,2021,13,25.0,Break,MS2,,,
2021-08-14,8/14/2021 21:08:06,0.0,0.0,57.0,0.0,0.0,41.0,0.0,5,8,2021,14,98.0,Break,MS2,,,
2021-08-15,8/17/2021 7:43:04,0.0,0.0,65.0,0.0,52.0,0.0,0.0,6,8,2021,15,117.0,Break,MS2,,,
2021-08-16,8/17/2021 7:41:45,0.0,0.0,80.0,270.0,147.0,28.0,109.0,0,8,2021,16,634.0,Break,MS2,,,
2021-08-17,8/18/2021 7:16:32,0.0,0.0,72.0,70.0,106.0,15.0,170.0,1,8,2021,17,433.0,Break,MS2,,,
2021-08-18,8/18/2021 22:10:23,0.0,0.0,54.0,0.0,0.0,540.0,0.0,2,8,2021,18,594.0,Break,MS2,,,
2021-08-19,8/19/2021 22:29:09,0.0,0.0,55.0,0.0,0.0,750.0,35.0,3,8,2021,19,840.0,Break,MS2,,,
2021-08-20,8/20/2021 17:09:17,0.0,0.0,57.0,25.0,137.0,92.0,75.0,4,8,2021,20,386.0,Break,MS2,,,
2021-08-21,8/22/2021 21:45:20,0.0,0.0,54.0,0.0,0.0,0.0,0.0,5,8,2021,21,54.0,Break,MS2,,,
2021-08-22,8/22/2021 21:45:54,0.0,0.0,54.0,0.0,190.0,21.0,0.0,6,8,2021,22,265.0,Break,MS2,,,
2021-08-23,8/24/2021 6:56:44,0.0,0.0,75.0,270.0,194.0,228.0,68.0,0,8,2021,23,835.0,Break,MS2,,,
2021-08-24,8/24/2021 21:37:24,265.0,0.0,89.0,35.0,43.0,0.0,170.0,1,8,2021,24,602.0,Fall,MS2,HHD1,,
2021-08-25,8/25/2021 21:35:53,210.0,0.0,130.0,17.0,71.0,20.0,143.0,2,8,2021,25,591.0,Fall,MS2,HHD1,,
2021-08-26,8/26/2021 22:48:12,234.0,0.0,114.0,270.0,10.0,0.0,142.0,3,8,2021,26,770.0,Fall,MS2,HHD1,,
2021-08-27,8/27/2021 18:02:03,62.0,0.0,104.0,0.0,70.0,90.0,166.0,4,8,2021,27,492.0,Fall,MS2,HHD1,,
2021-08-28,8/28/2021 12:52:49,0.0,0.0,106.0,0.0,0.0,0.0,119.0,5,8,2021,28,225.0,Fall,MS2,HHD1,,
2021-08-29,8/29/2021 21:19:45,0.0,0.0,92.0,0.0,34.0,0.0,22.0,6,8,2021,29,148.0,Fall,MS2,HHD1,,
2021-08-30,8/30/2021 21:30:21,74.0,0.0,120.0,0.0,110.0,45.0,266.0,0,8,2021,30,615.0,Fall,MS2,HHD1,,
2021-08-31,8/31/2021 21:28:56,296.0,0.0,118.0,0.0,68.0,20.0,132.0,1,8,2021,31,634.0,Fall,MS2,HHD1,,
2021-09-01,9/1/2021 21:38:23,180.0,0.0,118.0,0.0,40.0,0.0,215.0,2,9,2021,1,553.0,Fall,MS2,HHD1,,
2021-09-02,9/2/2021 21:47:50,81.0,90.0,139.0,0.0,20.0,0.0,316.0,3,9,2021,2,646.0,Fall,MS2,HHD1,,
2021-09-03,9/6/2021 20:20:58,180.0,45.0,129.0,0.0,0.0,60.0,117.0,4,9,2021,3,531.0,Fall,MS2,HHD1,,
2021-09-04,9/6/2021 20:21:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,2021,4,0.0,Fall,MS2,HHD1,,
2021-09-05,9/6/2021 20:21:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,2021,5,0.0,Fall,MS2,HHD1,,
2021-09-06,9/6/2021 21:26:10,0.0,0.0,135.0,0.0,41.0,0.0,153.0,0,9,2021,6,329.0,Fall,MS2,HHD1,,
2021-09-07,9/7/2021 22:07:14,215.0,0.0,127.0,0.0,86.0,0.0,162.0,1,9,2021,7,590.0,Fall,MS2,HHD1,,
2021-09-08,9/8/2021 21:06:50,90.0,0.0,120.0,0.0,227.0,0.0,211.0,2,9,2021,8,648.0,Fall,MS2,HHD1,,
2021-09-09,9/9/2021 20:42:40,93.0,0.0,118.0,0.0,135.0,0.0,170.0,3,9,2021,9,516.0,Fall,MS2,HHD1,,
2021-09-10,9/11/2021 10:28:54,160.0,0.0,98.0,0.0,19.0,60.0,111.0,4,9,2021,10,448.0,Fall,MS2,HHD1,,
2021-09-12,9/13/2021 7:46:18,0.0,0.0,90.0,0.0,0.0,0.0,45.0,6,9,2021,12,135.0,Fall,MS2,HHD1,,
2021-09-13,9/13/2021 21:33:37,110.0,0.0,107.0,210.0,38.0,0.0,156.0,0,9,2021,13,621.0,Fall,MS2,HHD1,,
2021-09-14,9/14/2021 21:51:25,315.0,0.0,108.0,90.0,55.0,0.0,98.0,1,9,2021,14,666.0,Fall,MS2,HHD1,,
